layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,formality,repetition,ppl
15,15,2,1.0000001192092896,23.0625,1.014749879032388,0.044000000000000004,4.714066455260841,0.028467360931063307,2.99301330960094
16,16,0,0.9999998807907104,23.75,1.0450001245737224,0.044,4.748073850752423,0.01810897435897435,3.0125295940371153
16,16,1,0.9999998807907104,23.75,1.0450001245737224,0.044,4.586244159124616,0.06345671871987663,3.7031169694136468
16,16,2,0.9999998807907104,23.75,1.0450001245737224,0.044,4.521565953072802,0.012758397932816551,2.9990268929284807
17,17,0,0.999999463558197,24.71875,1.0876255834478288,0.04399999999999999,4.685273853130996,0.03308392018779341,2.9619622532413405
17,17,1,0.999999463558197,24.71875,1.0876255834478288,0.04399999999999999,4.680913046840825,0.08253920489717309,3.6918206812719756
17,17,2,0.999999463558197,24.71875,1.0876255834478288,0.04399999999999999,4.718507620851371,0.017155425219941345,3.1963555397868553
18,18,0,1.0000001192092896,25.71875,1.1316248650998038,0.044,4.890537240537241,0.02136561803894066,3.6325010585746984
18,18,1,1.0000001192092896,25.71875,1.1316248650998038,0.044,4.7559501255333245,0.06608821263482281,3.608943032342533
18,18,2,1.0000001192092896,25.71875,1.1316248650998038,0.044,4.562839450363848,0.012904858299595146,2.9813298398690895
19,19,0,1.000000238418579,27.21875,1.1976247144640173,0.044,4.493335253456221,0.027463633674813803,3.6194346418076657
19,19,1,1.000000238418579,27.21875,1.1976247144640173,0.044,4.800362367592863,0.03674840085287848,3.5171575157647994
19,19,2,1.000000238418579,27.21875,1.1976247144640173,0.044,4.933511680331957,0.03467683872396987,3.6364484125784404
20,20,0,1.0000001192092896,28.6875,1.262249849528092,0.044,4.478766683409873,0.037615472325293775,3.1680557874886475
20,20,1,1.0000001192092896,28.6875,1.262249849528092,0.044,4.824033655795413,0.060724247031171796,2.925668240777876
20,20,2,1.0000001192092896,28.6875,1.262249849528092,0.044,4.664637799366243,0.03647031323048153,2.9674592921297727
21,21,0,1.0,29.75,1.309,0.044,4.627218178241197,0.03125919117647058,3.439226635713631
21,21,1,1.0,29.75,1.309,0.044,4.991589237606434,0.03259337561663142,3.163603459600475
21,21,2,1.0,29.75,1.309,0.044,4.696629193099467,0.024997408789386416,2.808494307170165
22,22,0,0.9999998807907104,30.875,1.358500161945839,0.044,4.94463738997321,0.01418763528138528,3.5372395156100414
22,22,1,0.9999998807907104,30.875,1.358500161945839,0.044,4.753049118026203,0.028960841289608408,2.8164535882243613
22,22,2,0.9999998807907104,30.875,1.358500161945839,0.044,4.766507955641273,0.03571706130041216,3.0208032731459196
23,23,0,1.000000238418579,31.9375,1.4052496649623716,0.044,4.7090168432926465,0.03501936659831398,3.344180865069546
23,23,1,1.000000238418579,31.9375,1.4052496649623716,0.044,4.797795486802871,0.06578253340587303,3.3280107419110703
23,23,2,1.000000238418579,31.9375,1.4052496649623716,0.044,4.868371212121212,0.03959345739006756,2.9758111542414003
24,24,0,0.9999999403953552,33.0,1.4520000865459493,0.044,4.812357170192991,0.03111855726272203,3.464117210802837
24,24,1,0.9999999403953552,33.0,1.4520000865459493,0.044,4.851362616020985,0.052304448425138095,3.2348625967841476
24,24,2,0.9999999403953552,33.0,1.4520000865459493,0.044,4.750432032216127,0.0385470400393024,2.94366591950982
25,25,0,1.0000001192092896,34.09375,1.5001248211711857,0.044,4.796168880870373,0.02419215033631511,3.5629472118295293
25,25,1,1.0000001192092896,34.09375,1.5001248211711857,0.044,4.874691332713721,0.0735098704071071,3.0393043926977312
25,25,2,1.0000001192092896,34.09375,1.5001248211711857,0.044,4.717914438502674,0.031949152542372905,3.0143125517547147
26,26,0,1.000000238418579,34.9375,1.5372496334911268,0.044,4.849623759325252,0.0318844580286228,3.597917753112169
26,26,1,1.000000238418579,34.9375,1.5372496334911268,0.044,4.782697822792163,0.04519230769230767,3.04760741934321
26,26,2,1.000000238418579,34.9375,1.5372496334911268,0.044,4.479943181818182,0.039909730978230556,3.373305611663079
27,27,0,0.9999997615814209,36.25,1.5950003802777244,0.044,4.77538295038295,0.03111855726272203,3.4817304491974332
27,27,1,0.9999997615814209,36.25,1.5950003802777244,0.044,4.730446740541081,0.047656979722197096,2.8541914889231323
27,27,2,0.9999997615814209,36.25,1.5950003802777244,0.044,4.348965296345811,0.04906554019457246,3.448560891044823
28,28,0,0.9999997615814209,37.9375,1.669250397980308,0.044,4.833339313050134,0.027689528986786255,3.407125626403668
28,28,1,0.9999997615814209,37.9375,1.669250397980308,0.044,4.72815627750926,0.03193791617704661,3.108788188777607
28,28,2,0.9999997615814209,37.9375,1.669250397980308,0.044,4.635810997513125,0.048732225224487585,3.380429176567442
29,29,0,1.0,40.9375,1.8012499999999998,0.044,4.716218174053995,0.020404271548436326,3.382499092489559
29,29,1,1.0,40.9375,1.8012499999999998,0.044,4.85315627750926,0.03193791617704661,3.1451964889613557
29,29,2,1.0,40.9375,1.8012499999999998,0.044,4.367378908768536,0.04580467062935509,3.359423410034741
30,30,0,1.0,40.6875,1.79025,0.044,4.722141248844036,0.032551695108476386,3.1377667746532345
30,30,1,1.0,40.6875,1.79025,0.044,4.822534865009834,0.04729366998997109,2.791400078612356
30,30,2,1.0,40.6875,1.79025,0.044,4.790628835924714,0.032922391618043806,3.2457509043238577
31,31,0,1.0,373.5,16.433999999999997,0.04399999999999999,4.782864274335311,0.014880952380952384,4.522120141110088
31,31,1,1.0,373.5,16.433999999999997,0.04399999999999999,4.724034643195827,0.06242525549032399,2.920175901069139
31,31,2,1.0,373.5,16.433999999999997,0.04399999999999999,5.27786999243921,0.027920644525122135,3.8770348700319675
