layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,formality,repetition,ppl
9,9,2,0.9999998211860657,429.5,18.898003379226335,0.044,4.809369887979061,0.04125658292324963,2.6898220409312454
10,10,0,1.0000001192092896,434.0,19.09599772357968,0.044,4.89286648975319,0.02755577755577754,3.026752666657067
10,10,1,1.0000001192092896,434.0,19.09599772357968,0.044,4.71812411001764,0.024195397029158267,2.8598269484049537
10,10,2,1.0000001192092896,434.0,19.09599772357968,0.044,4.694860217224373,0.03363127482845793,2.729826066546904
11,11,0,1.0000001192092896,444.0,19.535997671127596,0.044,4.541153267088227,0.02539101601601601,2.7786483440690564
11,11,1,1.0000001192092896,444.0,19.535997671127596,0.044,4.449227795365772,0.053138493406465176,2.6008589989713737
11,11,2,1.0000001192092896,444.0,19.535997671127596,0.044,4.67141418487804,0.032654043645699626,2.633544665240312
12,12,0,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,4.628917998120301,0.02755125752373963,2.8153604851324614
12,12,1,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,4.503277841561424,0.0602821681031446,2.5763083743268935
12,12,2,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,4.706068876182952,0.027738113335939396,2.5259584927070726
13,13,0,1.0,454.0,19.976,0.044,5.022113022113022,0.013293078586878171,3.2892901941707784
13,13,1,1.0,454.0,19.976,0.044,4.798266405589567,0.05339812816981768,3.3098674702913797
13,13,2,1.0,454.0,19.976,0.044,4.815570555702592,0.030111457611457615,3.374644716885639
14,14,0,1.0,457.5,20.13,0.044,5.058044473278175,0.030555941948346987,2.8570984192353865
14,14,1,1.0,457.5,20.13,0.044,4.8108792730373455,0.07854286472707525,2.7129638311854283
14,14,2,1.0,457.5,20.13,0.044,4.8948075512114215,0.029630631713965044,3.2800582660273956
15,15,0,1.0000001192092896,462.5,20.349997574091244,0.044,4.86494704749679,0.04225503984997658,3.076485367716308
15,15,1,1.0000001192092896,462.5,20.349997574091244,0.044,4.817117434530826,0.04216346153846154,3.189816935536981
15,15,2,1.0000001192092896,462.5,20.349997574091244,0.044,4.932226573959984,0.033725025636790334,2.959917593467072
16,16,0,1.000000238418579,461.5,20.305995158673486,0.044,4.968333333333334,0.04950901257269927,2.8108650066640997
16,16,1,1.000000238418579,461.5,20.305995158673486,0.044,4.721745987752085,0.03455977907732294,3.1830594329964033
16,16,2,1.000000238418579,461.5,20.305995158673486,0.044,5.064261091451298,0.02790485829959513,3.0212228919516675
17,17,0,0.9999998807907104,464.5,20.43800243639975,0.044,5.118326348658531,0.022246376811594193,3.133211441986046
17,17,1,0.9999998807907104,464.5,20.43800243639975,0.044,5.137034722400577,0.032625132242159766,3.043984885546357
17,17,2,0.9999998807907104,464.5,20.43800243639975,0.044,4.956410920414085,0.030292481089558093,3.2914093254998598
18,18,0,1.0000001192092896,471.5,20.745997526884373,0.044,4.788989153627312,0.05577307670076875,2.855781870116112
18,18,1,1.0000001192092896,471.5,20.745997526884373,0.044,5.086001717580665,0.0875451927350662,2.8488876576948883
18,18,2,1.0000001192092896,471.5,20.745997526884373,0.044,5.282403660272343,0.042082866538975805,3.072676217412748
19,19,0,0.9999999403953552,480.0,21.12000125885017,0.044,4.904633068849678,0.045298035298035305,3.1072216488620046
19,19,1,0.9999999403953552,480.0,21.12000125885017,0.044,4.893159466104671,0.04807938011063012,2.681407867647513
19,19,2,0.9999999403953552,480.0,21.12000125885017,0.044,4.892696479374111,0.05312872088318596,2.945968167154288
20,20,0,0.9999998807907104,494.0,21.736002591133424,0.044,4.696286395005009,0.026644189144189145,2.815657228595077
20,20,1,0.9999998807907104,494.0,21.736002591133424,0.044,4.873855743570076,0.04788903152189419,3.0861466302439147
20,20,2,0.9999998807907104,494.0,21.736002591133424,0.044,4.944977174841187,0.047541846339314686,2.758428797906032
21,21,0,1.0,515.0,22.66,0.044,4.845602549960253,0.02655336466811875,2.7543535469239027
21,21,1,1.0,515.0,22.66,0.044,4.95845433582896,0.04753425586758922,2.829698703324208
21,21,2,1.0,515.0,22.66,0.044,5.029083269671505,0.041875068362385304,2.6078759265300184
22,22,0,0.9999997615814209,542.0,23.848005685807628,0.044,4.73097597737792,0.044520634594164,2.5476336691712675
22,22,1,0.9999997615814209,542.0,23.848005685807628,0.044,4.756395439086688,0.05978503726665493,2.4004897239915444
22,22,2,0.9999997615814209,542.0,23.848005685807628,0.044,4.705453929539295,0.03325066532275889,2.690736218082238
23,23,0,1.0000001192092896,580.0,25.51999695777929,0.044,4.516649985793796,0.04737810435178855,2.4509186408276857
23,23,1,1.0000001192092896,580.0,25.51999695777929,0.044,4.640553931124107,0.04278115501519755,2.59413185834845
23,23,2,1.0000001192092896,580.0,25.51999695777929,0.044,4.703372135920502,0.03342897473568979,2.65078195224916
24,24,0,1.0,623.0,27.412,0.044,4.4652836461483725,0.05981660374565104,2.3166052215277433
24,24,1,1.0,623.0,27.412,0.044,4.78433866385927,0.046283638388901566,2.7389953652694032
24,24,2,1.0,623.0,27.412,0.044,4.508431100188432,0.03992655657283023,2.6595043984215385
25,25,0,1.0000003576278687,663.0,29.171989567283543,0.044,4.477234394484873,0.037548562548562536,2.5820508707513135
25,25,1,1.0000003576278687,663.0,29.171989567283543,0.044,4.767885167992927,0.04741608814779891,2.6023582924038307
25,25,2,1.0000003576278687,663.0,29.171989567283543,0.044,4.734716599190284,0.02746843265036114,2.678533734243577
26,26,0,1.0000001192092896,493.5,21.713997411489792,0.044,4.511328926008202,0.037636152617831486,2.5737332846694594
26,26,1,1.0000001192092896,493.5,21.713997411489792,0.044,4.76006540155247,0.047544249460170745,2.648090290704077
26,26,2,1.0000001192092896,493.5,21.713997411489792,0.044,4.788608540582225,0.021429719360282484,2.714428182439759
27,27,0,1.0000001192092896,278.0,12.231998541832143,0.044,4.603617763815133,0.016154814539224932,2.881398761034987
27,27,1,1.0000001192092896,278.0,12.231998541832143,0.044,4.634859466448891,0.05117397462727946,2.57144546937341
27,27,2,1.0000001192092896,278.0,12.231998541832143,0.044,4.7171416561580495,0.02575026325026325,2.612691882535879
