layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,effect,repetition,ppl
11,11,0,1.0000001192092896,444.0,19.535997671127596,0.044,69.75,0.026821273379935756,2.8919271431925484
11,11,1,1.0000001192092896,444.0,19.535997671127596,0.044,73.75,0.05045013910624238,2.525239732390573
11,11,2,1.0000001192092896,444.0,19.535997671127596,0.044,71.25,0.037813507351206865,2.9136949121218754
12,12,0,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,68.25,0.03943368459497493,2.88196105159319
12,12,1,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,74.0,0.04113353243100076,2.4025421153147626
12,12,2,1.0000001192092896,450.0,19.799997639656347,0.04399999999999999,77.0,0.06275187412595809,2.6461389682450647
13,13,0,1.0000001192092896,454.0,19.975997618675514,0.044,76.75,0.04472108507434594,2.662587045662288
13,13,1,1.0000001192092896,454.0,19.975997618675514,0.044,74.75,0.03474113662786901,3.2069852837339305
13,13,2,1.0000001192092896,454.0,19.975997618675514,0.044,71.25,0.04061986863711001,3.0533657548456303
14,14,0,1.000000238418579,457.5,20.129995200635147,0.044,81.0,0.049648737399741405,2.692087858546559
14,14,1,1.000000238418579,457.5,20.129995200635147,0.044,80.5,0.07190540891166178,3.161924190092006
14,14,2,1.000000238418579,457.5,20.129995200635147,0.044,80.5,0.02809688119566875,3.4033225048664626
15,15,0,1.000000238418579,462.5,20.34999514818307,0.044,81.75,0.030928747457361933,2.759664491821686
15,15,1,1.000000238418579,462.5,20.34999514818307,0.044,74.0,0.04102056962025316,3.0357021432288365
15,15,2,1.000000238418579,462.5,20.34999514818307,0.044,82.5,0.04614239926739927,2.8399333864550185
16,16,0,1.000000238418579,461.5,20.305995158673486,0.044,82.0,0.06447735211571043,2.8164420952620066
16,16,1,1.000000238418579,461.5,20.305995158673486,0.044,81.75,0.04632490074257145,2.7845809421338132
16,16,2,1.000000238418579,461.5,20.305995158673486,0.044,78.25,0.066873869801085,2.7198439791034787
17,17,0,1.0,464.5,20.438,0.044,77.25,0.07241337084325303,2.9087964350805953
17,17,1,1.0,464.5,20.438,0.044,77.75,0.05288577080213708,2.953294881101324
17,17,2,1.0,464.5,20.438,0.044,75.75,0.04315139517345401,3.101340421274799
18,18,0,0.9999998807907104,471.5,20.746002473116214,0.044,56.25,0.051339285714285726,2.7508009323669125
18,18,1,0.9999998807907104,471.5,20.746002473116214,0.044,58.5,0.01607142857142857,2.917589133368773
18,18,2,0.9999998807907104,471.5,20.746002473116214,0.044,56.75,0.011330409356725163,2.758779284240742
19,19,0,0.9999998211860657,480.0,21.120003776550966,0.044,75.25,0.02912495609413418,2.837923116019269
19,19,1,0.9999998211860657,480.0,21.120003776550966,0.044,73.75,0.03164556962025317,3.0531804450763027
19,19,2,0.9999998211860657,480.0,21.120003776550966,0.044,70.75,0.04945804195804196,2.628153443575636
20,20,0,0.9999999403953552,494.0,21.736001295566634,0.044,72.25,0.04748638371118172,2.647929122983427
20,20,1,0.9999999403953552,494.0,21.736001295566634,0.044,69.5,0.0540857503152585,2.5549608723264616
20,20,2,0.9999999403953552,494.0,21.736001295566634,0.044,70.5,0.04061056623139647,2.6114156466749985
21,21,0,0.9999999403953552,515.0,22.66000135064133,0.044,71.0,0.03922851937092445,2.9310500512387305
21,21,1,0.9999999403953552,515.0,22.66000135064133,0.044,74.75,0.03459342281260089,2.600116097306003
21,21,2,0.9999999403953552,515.0,22.66000135064133,0.044,68.0,0.051213369963369976,2.519812730572398
22,22,0,1.0000003576278687,542.0,23.84799147129364,0.044,73.5,0.034296157059314936,2.7494752481506612
22,22,1,1.0000003576278687,542.0,23.84799147129364,0.044,72.25,0.05765959631520273,2.660466919249376
22,22,2,1.0000003576278687,542.0,23.84799147129364,0.044,71.75,0.04966660807290382,2.526110489366591
23,23,0,0.9999999403953552,580.0,25.520001521110625,0.044,69.75,0.022841614906832286,2.4951805790753525
23,23,1,0.9999999403953552,580.0,25.520001521110625,0.044,70.75,0.04775446072914427,2.6305636735825697
23,23,2,0.9999999403953552,580.0,25.520001521110625,0.044,69.25,0.025970374654585182,2.5791389667979745
24,24,0,0.9999998211860657,623.0,27.412004901648444,0.044,71.25,0.03971777924933567,2.4331576579214818
24,24,1,0.9999998211860657,623.0,27.412004901648444,0.044,70.5,0.035961593770049344,2.7359830881996183
24,24,2,0.9999998211860657,623.0,27.412004901648444,0.044,70.75,0.04706103652440827,2.599282472795399
25,25,0,0.9999998807907104,663.0,29.172003477573806,0.044,71.75,0.03546365914786967,2.512455754656846
25,25,1,0.9999998807907104,663.0,29.172003477573806,0.044,66.75,0.04105899446241568,2.71699220854075
25,25,2,0.9999998807907104,663.0,29.172003477573806,0.044,65.5,0.021856464653074836,2.5688302530533362
26,26,0,0.9999996423721313,493.5,21.714007765534316,0.044,71.5,0.03217418546365913,2.3684142405121387
26,26,1,0.9999996423721313,493.5,21.714007765534316,0.044,65.75,0.042048180314698286,2.6328371004743087
26,26,2,0.9999996423721313,493.5,21.714007765534316,0.044,69.5,0.048049334631613094,2.6925198485411834
27,27,0,1.000000238418579,278.0,12.231997083664636,0.044,76.75,0.04172247149722949,2.3898032307949273
27,27,1,1.000000238418579,278.0,12.231997083664636,0.044,71.0,0.05100416015908976,2.691771549428997
27,27,2,1.000000238418579,278.0,12.231997083664636,0.044,69.0,0.032153679653679657,2.67325196472494
