layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,effect,repetition,ppl
16,16,1,0.9999998807907104,39.4375,7.769188426159433,0.197,4.417375573016868,0.07833022517454491,3.230881143321291
16,16,2,0.9999998807907104,39.4375,7.769188426159433,0.197,4.432825933756167,0.04400829400829401,3.5069878500595744
17,17,0,1.0000001192092896,40.25,7.929249054759854,0.197,4.645979532163743,0.08061404895008198,2.9481032845151387
17,17,1,1.0000001192092896,40.25,7.929249054759854,0.197,4.649428306622936,0.04520782889426958,2.962467133070544
17,17,2,1.0000001192092896,40.25,7.929249054759854,0.197,4.660777511961722,0.07260959404946746,3.2508773415793035
18,18,0,0.9999998807907104,41.5,8.175500974595662,0.19699999999999998,4.9814172273509625,0.009868421052631582,5.578281874537058
18,18,1,0.9999998807907104,41.5,8.175500974595662,0.19699999999999998,4.75727657004831,0.017462885420631902,3.744320500074294
18,18,2,0.9999998807907104,41.5,8.175500974595662,0.19699999999999998,4.603078665617719,0.061319444444444426,3.393617846486702
19,19,0,1.0000001192092896,42.625,8.397123998984815,0.197,4.786202131202131,0.05245634650668973,3.6030513882265343
19,19,1,1.0000001192092896,42.625,8.397123998984815,0.197,4.807011918017429,0.04611664877950769,3.593177679788772
19,19,2,1.0000001192092896,42.625,8.397123998984815,0.197,4.65621544788052,0.047568745808182405,3.969233925991431
20,20,0,0.9999998807907104,43.6875,8.606438525967423,0.197,5.095765763736649,0.041039235026576804,3.448992244177985
20,20,1,0.9999998807907104,43.6875,8.606438525967423,0.197,4.771017198129874,0.04876287026329834,3.152507020145329
20,20,2,0.9999998807907104,43.6875,8.606438525967423,0.197,4.793071621850161,0.04486961451247165,3.467972832988048
21,21,0,1.0,45.3125,8.926562500000001,0.19700000000000004,4.667051820728291,0.054188570268803776,3.3138738630315556
21,21,1,1.0,45.3125,8.926562500000001,0.19700000000000004,4.642006237006237,0.035111360721377854,2.9424969358663917
21,21,2,1.0,45.3125,8.926562500000001,0.19700000000000004,4.781907131011609,0.04861142009029332,3.3802511559789834
22,22,0,1.000000238418579,46.75,9.209747804225014,0.19699999999999998,4.32651840237663,0.05943522190820741,3.0413120986078743
22,22,1,1.000000238418579,46.75,9.209747804225014,0.19699999999999998,4.256266619540119,0.030519005847953223,2.880070574811117
22,22,2,1.000000238418579,46.75,9.209747804225014,0.19699999999999998,4.431451225493914,0.052488785369220164,2.8883199554260512
23,23,0,1.0000001192092896,48.5,9.554498861014979,0.197,4.540395021645022,0.07475007132501499,3.237813051470016
23,23,1,1.0000001192092896,48.5,9.554498861014979,0.197,4.372116370471634,0.03618028420298777,2.8640533258809953
23,23,2,1.0000001192092896,48.5,9.554498861014979,0.197,4.168762923904053,0.037673823156998326,3.0714520913542556
24,24,0,0.9999998807907104,50.125,9.87462617714717,0.197,4.489166297444986,0.08104987231699562,2.812903127492635
24,24,1,0.9999998807907104,50.125,9.87462617714717,0.197,4.240908805505325,0.034302309486403976,2.699529207966902
24,24,2,0.9999998807907104,50.125,9.87462617714717,0.197,3.924464516426726,0.058942583136131516,2.791702466611991
25,25,0,1.0000001192092896,52.0625,10.256311277352419,0.197,4.585309093226131,0.05192819582111777,2.8808815574989093
25,25,1,1.0000001192092896,52.0625,10.256311277352419,0.197,4.28225000805646,0.0490378823644326,2.8848741205428814
25,25,2,1.0000001192092896,52.0625,10.256311277352419,0.197,4.362712287712288,0.033782293003851105,3.084620518752358
26,26,0,0.9999997019767761,53.9375,10.625690666702589,0.197,4.591832904332905,0.03300904466862853,2.8802649290298348
26,26,1,0.9999997019767761,53.9375,10.625690666702589,0.197,4.240851671065602,0.05320714922695849,2.9007718707518935
26,26,2,0.9999997019767761,53.9375,10.625690666702589,0.197,4.112996683230541,0.049707446808510636,2.967181031396122
27,27,0,0.9999999403953552,56.625,11.155125664897303,0.197,4.458080296896086,0.05568699917104172,2.8241945144185214
27,27,1,0.9999999403953552,56.625,11.155125664897303,0.197,4.278270794246404,0.042298810660392594,2.5765954749753295
27,27,2,0.9999999403953552,56.625,11.155125664897303,0.197,4.257220516307436,0.0342047406695328,2.782354170149061
28,28,0,0.9999998807907104,59.0,11.623001385569738,0.197,4.182984355488024,0.02839741577735927,2.7325481645254146
28,28,1,0.9999998807907104,59.0,11.623001385569738,0.197,4.520954153770847,0.06303939780951276,2.6812799853317317
28,28,2,0.9999998807907104,59.0,11.623001385569738,0.197,4.172563956629876,0.04688417094644165,2.8470204402424084
29,29,0,0.9999998211860657,62.5,12.31250220164696,0.197,4.427766483406597,0.024512160947586764,2.706036185449329
29,29,1,0.9999998211860657,62.5,12.31250220164696,0.197,4.271631391930172,0.07047610728903381,2.618524550698183
29,29,2,0.9999998211860657,62.5,12.31250220164696,0.197,4.257536155091971,0.048299836128783524,2.7118745256909778
30,30,0,1.0,66.0,13.002,0.197,4.3379559985080425,0.043624582520603084,2.6563871442994427
30,30,1,1.0,66.0,13.002,0.197,4.265103376281746,0.04224137931034483,2.8988461420680354
30,30,2,1.0,66.0,13.002,0.197,4.305153359726267,0.024824561403508777,2.515187769709188
31,31,0,1.0000001192092896,143.25,28.220246635884447,0.197,4.484035902858383,0.02693416805110957,3.2483764291463277
31,31,1,1.0000001192092896,143.25,28.220246635884447,0.197,4.276860902255639,0.028616097100139654,2.8859498142857705
31,31,2,1.0000001192092896,143.25,28.220246635884447,0.197,4.393539812762579,0.04152397260273974,2.949683432955734
