layer,layer_pos,seed,dir_norm,resid_norm,coeff,alpha_norm,formality,repetition,ppl
18,18,1,0.9999998807907104,41.5,1.8260002176761885,0.044,4.503151859034213,0.020474668869373658,2.837212588710395
18,18,2,0.9999998807907104,41.5,1.8260002176761885,0.044,4.42522755022755,0.03664021674420653,2.9142480691766655
19,19,0,1.0000001192092896,42.625,1.8754997764230041,0.044,4.315155514883392,0.03493745520787317,2.818699036923598
19,19,1,1.0000001192092896,42.625,1.8754997764230041,0.044,4.482279009964642,0.03337240301526012,2.6477444220404394
19,19,2,1.0000001192092896,42.625,1.8754997764230041,0.044,4.307725145225145,0.06347241934676504,2.891477116069358
20,20,0,0.9999998807907104,43.6875,1.922250229150084,0.044,4.32236373686169,0.03395061728395063,2.731294267262234
20,20,1,0.9999998807907104,43.6875,1.922250229150084,0.044,4.298881678809957,0.035570147410367126,2.749086782337862
20,20,2,0.9999998807907104,43.6875,1.922250229150084,0.044,4.209464922332569,0.06579170383586086,2.6892683565806172
21,21,0,1.0,45.3125,1.99375,0.044,4.30321535983145,0.026206675224647008,2.6352941651142667
21,21,1,1.0,45.3125,1.99375,0.044,4.3402487017202205,0.06923613706258727,2.472042042192966
21,21,2,1.0,45.3125,1.99375,0.044,4.332190957190957,0.04710374155107794,2.879917298271667
22,22,0,1.000000238418579,46.75,2.0569995095730995,0.044,4.360530593617272,0.03091255757758818,2.6424566751701697
22,22,1,1.000000238418579,46.75,2.0569995095730995,0.044,4.322401965123484,0.05649053022919792,2.776116723812745
22,22,2,1.000000238418579,46.75,2.0569995095730995,0.044,4.254601581214485,0.054195427092320975,2.6682125798101297
23,23,0,1.0000001192092896,48.5,2.1339997456074062,0.044,4.384363316222638,0.04022641445242067,2.6816910620121135
23,23,1,1.0000001192092896,48.5,2.1339997456074062,0.044,4.487883469843634,0.042007235397065884,2.6935619598889087
23,23,2,1.0000001192092896,48.5,2.1339997456074062,0.044,4.181634511322011,0.05025363550118234,2.6168817466504923
24,24,0,0.9999998807907104,50.125,2.2055002629161193,0.044,4.302077112541432,0.017785439015883003,2.7303478422943384
24,24,1,0.9999998807907104,50.125,2.2055002629161193,0.044,4.516647316291303,0.03203572743046429,2.6319090489107797
24,24,2,0.9999998807907104,50.125,2.2055002629161193,0.044,4.251006501006501,0.022358738880670137,2.7454136415564436
25,25,0,1.0000001192092896,52.0625,2.2907497269213524,0.044000000000000004,4.325909835146799,0.027099295890715497,2.769582229136282
25,25,1,1.0000001192092896,52.0625,2.2907497269213524,0.044000000000000004,4.387114994324771,0.033977814638191994,2.705166722270352
25,25,2,1.0000001192092896,52.0625,2.2907497269213524,0.044000000000000004,4.251006501006501,0.022358738880670137,2.761928031162136
26,26,0,0.9999997019767761,53.9375,2.373250707283827,0.044000000000000004,4.331999578736543,0.028179748018375084,2.479104103382771
26,26,1,0.9999997019767761,53.9375,2.373250707283827,0.044000000000000004,4.4754219247733396,0.040718377410582623,2.6596414847858783
26,26,2,0.9999997019767761,53.9375,2.373250707283827,0.044000000000000004,4.263184935598728,0.027452117488480005,2.7411564848766754
27,27,0,0.9999999403953552,56.625,2.491500148504981,0.044,4.372207093981288,0.02936937753400104,2.735860350293863
27,27,1,0.9999999403953552,56.625,2.491500148504981,0.044,4.329964983774106,0.035938830816879624,2.7441641495232503
27,27,2,0.9999999403953552,56.625,2.491500148504981,0.044,4.37171855921856,0.037008975924555876,2.801844049156781
28,28,0,0.9999998807907104,59.0,2.5960003094673523,0.04399999999999999,4.310773992246755,0.03091353267320296,2.5199007575739087
28,28,1,0.9999998807907104,59.0,2.5960003094673523,0.04399999999999999,4.326100668909404,0.032919703541326395,2.8090496449903624
28,28,2,0.9999998807907104,59.0,2.5960003094673523,0.04399999999999999,4.355730187125536,0.03295629102080716,2.7560895253765425
29,29,0,0.9999998211860657,62.5,2.7500004917384073,0.044,4.298340953996323,0.04163285788171603,2.5028991930785285
29,29,1,0.9999998211860657,62.5,2.7500004917384073,0.044,4.367003902914053,0.04378656527420313,2.6225194335982276
29,29,2,0.9999998211860657,62.5,2.7500004917384073,0.044,4.239998129517186,0.0362719298245614,2.5616284189957215
30,30,0,1.0,66.0,2.904,0.044,4.371933602041129,0.021954158848508792,2.4546118206400354
30,30,1,1.0,66.0,2.904,0.044,4.367003902914053,0.04378656527420313,2.6225194335982276
30,30,2,1.0,66.0,2.904,0.044,4.34438366692831,0.031340187590187585,2.761677582832329
31,31,0,1.0000001192092896,143.25,6.302999248623937,0.044,4.4420424684319215,0.04651267809162549,2.7563902739953776
31,31,1,1.0000001192092896,143.25,6.302999248623937,0.044,4.260574333423108,0.03547312621335735,2.740311294482395
31,31,2,1.0000001192092896,143.25,6.302999248623937,0.044,4.450698580089002,0.03693347833074018,2.705462995459128
